,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
4040,4052,12/24/1996,1996,10:05,"Dorchester, New Hampshire",Aircraft Charter Group Inc,"Bridgeport, CT - Lebanon, NH",Learjet 35A,Learjet,N388LS,35-388,2.0,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude.","(32.88608, -80.032668)",36.091136183665455,-84.58427793331617,United States,United States,correct location
4041,4053,12/24/1996,1996,15:00,"Nellore, India",Military - Indian Air Force,Tanbaram AFB - Hyderabad,Hindustan Aeronautics 748-2,Other,H1032,528,22.0,17.0,5.0,22,17.0,5.0,0.0,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.,"(14.44407, 79.982901)",19.047185791077048,84.34811069214986,India,India,correct location
4042,4054,01/07/1997,1997,11:00,"Moamoa, Samoa",Polynesian Airlines,Pago Pago - FagaliI,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,5W-FAU,678,5.0,3.0,2.0,3,2.0,1.0,0.0,Crashed onto a mountin in high winds and rain after being diverted from another airport.,"(-13.86655, -171.78541)",-12.56498299220361,-176.80402574612552,Samoa,Samoa,correct location
4043,4055,01/09/1997,1997,15:54,"Monroe, Michigan",Comair,Cincinnati - Detroit,Embraer 120RT Brasilia,Embraer,N265CA,120257,29.0,26.0,3.0,29,26.0,3.0,0.0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured.  But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick.","(35.024926, -80.587278)",30.46665746291734,-82.35061371677486,United States,United States,correct location
4044,4056,01/29/1997,1997,23:10,"Sparrevohn, Alaska",Southcentral Air,St. Marys - Kenai,de Havilland Canada DHC-4A Caribou,deHavilland,N702SC,126,2.0,0.0,2.0,1,0.0,1.0,0.0,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach.","(61.106084, -155.585026)",61.74904283095326,-159.94292292733695,United States,United States,correct location
4045,4057,01/31/1997,1997,,"Yola, Nigeria",Skypower Express Airways,Jos - Yola,Embraer 110P1A Bandeirante,Embraer,5N-AXS,110458,16.0,13.0,3.0,5,2.0,3.0,0.0,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway. Failure to maintain the aircraft above the Minimum Descent Altitude while the aircraft was not positioned in the final landing phase.,"(9.202236, 12.478506)",1.3789327962393516,17.690145401092014,Nigeria,Nigeria,correct location
4047,4059,02/02/1997,1997,17:30,"Quiangala, Angola",Force Area Populaire de Angola,Luanda - Cafunfo,CASA 212 Aviocar 200,CASA,T-400,325,37.0,33.0,4.0,37,33.0,4.0,0.0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.,"(-7.45, 14.9)",-8.597103702850365,10.090664554164103,Angola,Angola,correct location
4048,4060,02/04/1997,1997,19:00,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,,Sikorsky CH53D / Sikorsky CH53D,Sikorsky,357 / 903,,73.0,,,73,,,0.0,The two military helicopters crashed into each other while taking off in darkness killing all aboard.,"(32.821355, 35.400904)",29.589151415161698,29.651538778520607,Northern Israel,Israel,not correct location
4049,4061,02/14/1997,1997,12:34,"Carajas, Brazil",Varig,Maraba - Carajas,Boeing B-737-2C3,Boeing,PP-CJO,21013/393,52.0,46.0,6.0,1,0.0,1.0,0.0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.,"(-24.463874, -53.420932)",-26.98177564304294,-57.22335044678776,Brazil,Brazil,correct location
4050,4062,02/19/1997,1997,03:06,"Guatemala City, Guatemala",Transpolar,"Lima, Peru - Guatemala City, Guatemala",IAI 1124 Westwind,IAI,YV-160CP,211,5.0,4.0,1.0,5,4.0,1.0,0.0,Flew into a mountain while on approach.,"(14.64072, -90.51327)",5.750926386743407,-93.50454588934616,Guatemala,Guatemala,correct location
4051,4063,03/12/1997,1997,,"Lucapa, Angola",ALADA,Luanda - Lucapa,Antonov AN-12B,Antonov,D2-FVG,6344506,16.0,12.0,4.0,16,12.0,4.0,0.0,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.,"(-8.419604, 20.740015)",-5.601534869708628,20.9731413020592,Angola,Angola,correct location
4052,4064,03/13/1997,1997,18:06,"Mashhad, Iran",Military - Iranian Air Force,Dezful - Mashhad,Lockheed C-130HF,Lockheed,,,88.0,80.0,8.0,88,80.0,8.0,0.0,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.,"(36.288116, 59.616304)",41.30718580662436,63.5182683712017,Iran,Iran,correct location
4053,4065,03/18/1997,1997,10:04,"Cherkessk, Russia",Stavropol Airlines,Stavropol - Trabzon,Antonov AN-24RV,Antonov,RA-46516,37308502,50.0,44.0,6.0,50,44.0,6.0,0.0,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul.","(44.283781, 42.064827)",45.74727705919852,45.48486205188195,Russia,Russia,correct location
4054,4066,04/01/1997,1997,,"Tegucigalpa, Honduras",Military - U.S. Air Force,Howard AFB - Tegucigalpa,Lockheed C-130H Hercules,Lockheed,88-4408,5161,10.0,,,3,,,0.0,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire.","(14.0818, -87.20681)",22.88079963113739,-94.16219481672577,Honduras,Honduras,correct location
4055,4067,04/04/1997,1997,00:16,"Griffin, Georgia",Custom Air Service,Griffin - Americus,Aviation Traders ATL-98 Carvair,Other,N83FA,10365,2.0,0.0,2.0,2,0.0,2.0,0.0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building.","(46.674224, -99.133626)",43.75491454415804,-104.01628920987795,United States,United States,correct location
4056,4068,04/10/1997,1997,20:30,"Wainwright, Alaska",Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,Cessna,N408GV,208B-0455,5.0,4.0,1.0,5,4.0,1.0,0.0,After making two approaches the pilot decided to head back to the departure airport. He flew north at an altitude beneath minimum radar coverage. The plane impacted the frozen Arctic Ocean in a right bank and at a 60 degree nose-down attitude. The pilot's intentional VFR flight into instrument meteorological conditions and his failure to maintain altitude and clearance from terrain. A contributing factor was the weather conditions.,"(52.838848, -110.851423)",59.49040713628245,-103.15240250803414,United States,Canada,not correct location
4057,4069,04/14/1997,1997,,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,Brazzaville - Luanda,Fokker F-27 Friendship 600,Fokker,D2-TFP,10424,7.0,4.0,3.0,3,0.0,3.0,0.0,The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.,"(-4.26613, 15.28318)",-14.926828889620918,24.038306642819784,Democratic Republic Congo,Congo-Brazzaville,not correct location
4059,4071,04/16/1997,1997,,"Sorei, Niger",Military - Niger Air Force,Lome - Niamey,Lockheed C-130H Hercules,Lockheed,5U-MBD,4829,14.0,,,14,,,0.0,Crashed after an engine fire.,"(20.860435, 86.036781)",18.119729627409093,83.11291033475935,Niger,India,not correct location
4060,4072,04/19/1997,1997,07:39,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,Jakarta - Tanjung Pandan,British Aerospace ATP,British,PK-MTX,2048,53.0,48.0,5.0,15,11.0,4.0,0.0,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed.","(-2.752473, 107.641823)",-8.732243987356807,99.53207996370499,Indonesia,Indonesia,correct location
4061,4073,04/23/1997,1997,18:00,"Konduz, Afghanistan",Military - Afghan Republican Air Force,,Antonov AN-26,Antonov,,,36.0,,,36,,,0.0,The transport crashed into a mountain.,"(36.72896, 68.857)",41.91028097549737,70.44814308243687,Afghanistan,Afghanistan,correct location
4062,4074,05/08/1997,1997,21:28,"Huangtian, China",China Southern Airlines,Chongqing - Shenzen,Boeing B-737-31B,Boeing,B-2925,27288/2577,74.0,65.0,9.0,35,33.0,2.0,0.0,"The aircraft touched down hard, causing the nosegear to collapse. The pilot chose to to go-around. The aircraft climbed away but shortly after, the pilot declared an emergency and attempted to land on the runway in the opposite direction. The aircraft crashed on the runway, broke up and caught fire.The accident happened in poor weather with heavy rain associated with local thunderstorm activity.","(26.43851, 118.62398)",36.15218192743886,114.76565741907028,China,China,correct location
4063,4075,06/06/1997,1997,07:35,"Irumu, Congo",Bazair,Bunia - Kisangani,Vickers Viscount 781D,Vickers,9Q-CWL,280,27.0,20.0,7.0,27,20.0,7.0,0.0,Crashed shortly after taking off. Fire in the cabin.,"(1.45824, 29.91748)",-2.5568177420387173,30.450486222195167,Congo,Democratic Republic of the Congo,not correct location
4064,4076,06/10/1997,1997,,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,Other,JU-1020,6,12.0,10.0,2.0,7,7.0,0.0,0.0,The aircraft crashed while attemping to land. Windshear. Lack of windshear equipment at the airport.,"(45.7625, 106.27083)",45.7882630294198,104.76372787387503,Mongolia,Mongolia,correct location
4065,4077,07/03/1997,1997,03:49,"Madh Island, India",Elbee Airlines,Mumbai - Banglaor,Fokker F-27 Friendship 200,Fokker,VT-SSA,10670,2.0,0.0,2.0,2,0.0,2.0,0.0,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.,"(64.779262, -18.673522)",65.87254886106511,-16.21658090434621,India,Iceland,not correct location
4066,4078,07/06/1997,1997,,"Saravena, Colombia",Military - Colombian Army,,Mil Mi-17 (helicopter),Mil,,,29.0,25.0,4.0,25,21.0,4.0,0.0,Shot down by rebels.,"(6.96319, -71.8823)",-0.7625116225918349,-72.57535284017113,Colombia,Colombia,correct location
4067,4079,07/09/1997,1997,09:30,"Suzano, Brazil",TAM (Brazil),Sao Jose dos Campos - Congonhas,Fokker 100,Fokker,PT-WHK,11440,60.0,55.0,5.0,1,1.0,0.0,0.0,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.,"(-23.552788, -46.30654)",-18.160793643929207,-53.25216946909736,Brazil,Brazil,correct location
4068,4080,07/11/1997,1997,21:55,"Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,Antonov AN-24,Antonov,CU-T1262,27307610,44.0,39.0,5.0,44,39.0,5.0,0.0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.,"(20.02472, -75.82194)",32.608815499429156,-73.65826379869937,Cuba,Cuba,correct location
4069,4081,07/17/1997,1997,11:56,"Bandung, Indonesia",Sempati Air,Bangdung - Jakarta,Fokker F-27 Friendship 600,Fokker,PK-YPM,10415,50.0,45.0,5.0,30,25.0,5.0,0.0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field.","(-7.173881, 107.684612)",-6.856122716860103,107.88272869737087,Indonesia,Indonesia,correct location
4070,4082,07/18/1997,1997,10:32,"Goroka,  New Guinea",Goroka Air Services,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,P2-MMU,250,4.0,3.0,1.0,2,1.0,1.0,0.0,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.,"(-6.08336, 145.38735)",-3.789035232251682,133.97932509982454, New Guinea,Papua New Guinea,not correct location
4071,4083,07/29/1997,1997,,"Calabar , Nigeria",ADC Airlines,Lagos - Calabar,BAC One-Eleven 203AE,BAC,5N-BAA,041,55.0,49.0,6.0,1,0.0,1.0,0.0,Overshot the runway in heavy rain and came to rest in brush.,"(5.000775, 8.34154)",1.2398790170390965,-2.8905855913186986,Nigeria,Nigeria,correct location
4072,4084,07/30/1997,1997,10:30,"Florence, Italy",Air Littoral,Nice - Florence,Aerospatiale ATR-42-512,Aerospatiale,F-GPYE,492,17.0,14.0,3.0,1,0.0,1.0,0.0,"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway.","(43.817726, 11.370028)",34.408676765471796,11.352785393659044,Italy,Italy,correct location
4073,4085,08/06/1997,1997,01:42,"Agana, Guam",Korean Airlines,Seoul - Guam,Boeing B-747-300,Boeing,HL-7468,22487/605,254.0,231.0,23.0,228,206.0,22.0,0.0,"The aircraft crashed into Nimitz Hill, 3 miles short of Runway 06R, while making a non-precision approach in heavy rain to A.B. Won Guam International Airport. The runway glide slope system was inoperative. In addition, the Minimum Safe Altitude Warning system (MSAW) was also not working due to a software problem. The captainÃ¢ÂÂs failure to adequately brief and execute the non-precision approach and the first officer's and flight engineer's failure to effectively monitor and cross-check the captainÃ¢ÂÂs execution of the approach. Contributing to these failures were the captain's fatigue and Korean Air's  inadequate flight crew training. Contributing to the accident was the Federal Aviation Administration's (FAA) intentional inhibition of the MSAW at Guam and the agency's failure to adequately manage the system.","(13.496472, 144.733886)",5.065359745061004,156.81897626564955,Guam,United States,not correct location
4074,4086,08/07/1997,1997,12:36,"Miami, Florida",Fine Air,Miami - Santo Domingo,McDonnell Douglas DC-8-61F,McDonnell Douglas,N27UA,45942/349,4.0,1.0,3.0,4,1.0,3.0,1.0,"Immediately after taking off the plane went into a nose-high attitude, stalled and crashed to the ground. The probable cause of the accident, which resulted from the airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control over the cargo loading process and  (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the FAA to adequately monitor Fine Airs operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air.","(10.987333, -74.784913)",18.33708723118581,-79.12549056886668,United States,Colombia,not correct location
4075,4087,08/10/1997,1997,08:15,"Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu,Dornier DO-228-212,Dornier,B-12256,8220,16.0,14.0,2.0,16,14.0,2.0,0.0,The aircraft flew into a mountain and exploded in flames after a missed approach and while executing a go-around in rain and high winds. The pilot turned right instead of left when initiating the go-around.,"(44.952531, -89.632829)",41.60039101849049,-92.4753162731675,Taiwan,United States,not correct location
4076,4088,08/29/1997,1997,,"Puerto Inirida, Venezuela",SATENA,San Felipe - Puerto Inirida,Pilatus PC-6 Turbo Porter / Cessna 206,Pilatus,FAC1115,820,12.0,10.0,2.0,12,10.0,2.0,0.0,Collided with a Cessna 206 (OB-1450) and crashed 3 miles from the airfield. Six killed on the Pilatus and 6 on the Cessna,"(3.865868, -67.932816)",1.4790733630752677,-69.41028731721435,Venezuela,Colombia,not correct location
4077,4089,09/03/1997,1997,14:00,"Phnom Penh, Cambodia",Vietnam Airlines,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,Tupolev,VN-A120,66360,66.0,60.0,6.0,65,59.0,6.0,0.0,"The plane was on a flight from Ho Chi Minh City to Phnom Penh when it crashed while making an approach to Pochentong International Airport in heavy rain. The plane clipped palm trees and exploded in flames after crashing into a rice paddy, one-half mile from the runway. The only survivor was a one-year-old boy. Pilot error. The captain failed to heed the warnings of the flight engineer and first officer that the plane was flying too low and failed to abort the landing.","(11.56245, 104.91601)",18.60989877192856,112.282541103678,Cambodia,Cambodia,correct location
4078,4090,09/06/1997,1997,19:44,"Miri, Malaysia",Borneo Airways,Bandar Seri Begawan - Miri,Dornier 228-212,Dornier,9M-MIA,8217,10.0,8.0,2.0,10,8.0,2.0,0.0,Struck tree tops and crashed into Lambir Hill while on approach to land at Miri.,"(4.464737, 114.026084)",16.788301562452656,114.96292734098982,Malaysia,Malaysia,correct location
4079,4091,09/12/1997,1997,,"Uvira, Zaire",TMK Air Commuter,Buknavu - Uvira,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,9Q-CBO,735,22.0,21.0,1.0,22,21.0,1.0,0.0,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.,"(-3.39534, 29.13779)",-6.417306332895424,18.227300786939423,Zaire,Democratic Republic of the Congo,not correct location
4080,4092,09/13/1997,1997,17:10,"Namibia, Africa",Military - Luftwaffe / Military - USAF,Niamey - Windhoek,Tupolev TU-154M / C-141 Starlifter,Tupolev,1102/65-9405,89A-813,33.0,23.0,10.0,33,23.0,10.0,0.0,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications.","(-20.586347, 17.119649)",-13.82919271452828,16.73432426511218,Africa,Namibia,not correct location
4081,4093,09/26/1997,1997,13:34,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,Jakarta - Medan,Airbus A300-B4-200,Airbus,PK-GAI,214,234.0,222.0,12.0,234,222.0,12.0,0.0,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. Combination of ATC errors in directing the plane in the wrong direction into mountainous terrain and the crew setting and using their instruments incorrectly. Contributing to the accident was impared visibility due to smoke from forest fires in the area.,"(4.95542, -8.150669)",3.550250073017364,-7.43572426012167,Indonesia,Liberia,not correct location
4082,4094,10/08/1997,1997,07:23,"Montrose, Colorado",Scenic Airlines,"Montrose, CO - Page, AZ",Cessna 208B Caravan I,Cessna,N12022,208B-0432,9.0,8.0,1.0,9,8.0,1.0,0.0,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane near maximum gross weight and aft center of gravity in or near instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin.","(38.474573, -107.866048)",32.506590484775636,-115.41101319902333,United States,United States,correct location
4083,4095,10/10/1997,1997,22:23,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),Posadas - Buenos Aires,McDonnell Douglas DC-9-32,McDonnell Douglas,LV-WEG,47446/561,74.0,69.0,5.0,74,69.0,5.0,0.0,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Icing of the pitot tubes. The pitot tubes froze after the aircraft passed through 49,000 ft. giving false speed readings leading to loss of control of the aircraft.","(-32.992719, -57.979623)",-23.34463693735541,-54.64350514344905,Uruguay,Uruguay,correct location
4084,4096,10/10/1997,1997,,"Taipei, Taiwan",Military - Republic of China Air Force,,Lockheed C-130H Hercules,Lockheed,1310,5067,5.0,0.0,5.0,5,0.0,5.0,0.0,Crashed in poor weather after a go-around.,"(25.04776, 121.53185)",32.12040213917867,116.98390705694287,Taiwan,Taiwan,correct location
4085,4097,10/12/1997,1997,17:28,"Monterey Bay, near Pacific Grove, California",Private,,Rutan Long EZ (experimental aircraft),Other,N555JD,54,1.0,0.0,1.0,1,0.0,1.0,0.0,"The aircraft had just finished performing 3 touch-and-go landings at Monterey Peninsula Airport. Shortly after taking off a fourth time, witnesses heard the engine make popping noises, bank to the right, pitch up, and go into a steep dive from about a  500 foot altitude and crash into the sea about 150 yards offshore. Singer John Denver, 53, who was piloting the plane, was killed. Denver, an experienced pilot with over 2,800 flying hours, had only a little over an hour in the experimental plane. The accident was caused by the inadvertent application of right rudder by the pilot as he attempted to manipulate the fuel selector handle. The unmarked fuel selector handle in this aircraft was located in a hard to reach area behind the pilot's left shoulder, instead of between his legs. This required removing his harness and reaching behind. While turning around, he inadvertently pressed down on the plane's right rudder pedal causing the aircraft to roll and go into a dive.  Contributing factors were, Denver took off with too little fuel in one tank which led to the necessity of switching to his backup tank. Also it was difficult to determine how much fuel was in the tanks due to the unmarked fuel quantity sight gauge.","(34.157154, -118.253154)",44.0084235814249,-108.42010941328482,United States,United States,correct location
4086,4098,10/29/1997,1997,,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,,Yakovlev YAK-40,Yakovlev,YA-KAE,9441037,26.0,20.0,6.0,2,2.0,0.0,0.0,Crashed during a landing attempt.,"(40.93333, 73)",38.76746837154783,70.49698464008101,Afghanistan,Kyrgyzstan,not correct location
4087,4099,11/08/1997,1997,08:08,"Barrow, Alaska",Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,Cessna,N750GC,208B-0504,8.0,7.0,1.0,8,7.0,1.0,0.0,"A few minutes after takeoff a distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeoff on time by the pilot, and inadequate surveillance of the company operations by company management.","(54.109116, -3.21349)",49.557544351119944,-2.8174712263069073,United States,United Kingdom,not correct location
4088,4100,12/05/1997,1997,14:46,"Irkutsk-2, Russia",Military - Russian Air Force,Irkutsk - Vladivostok,Antonov AN-124-100,Antonov,RA-82005/08,4516003,23.0,17.0,6.0,23,17.0,6.0,44.0,"The military aircraft, bound for Vladivostok, crashed into a residential neighborhood twenty seconds after taking off. All four engines failed after the computer system began shutting them down shortly after takeoff.  Design flaw which led to uncoordinated operation of the high-pressure compressors.","(52.282563, 104.315805)",49.263644830068394,97.20405336816835,Russia,Russia,correct location
4089,4101,12/09/1997,1997,15:26,"Little Grand Rapids, Canada",Sowind Air,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,Embraer,C-GVRO,110285,17.0,15.0,2.0,4,3.0,1.0,0.0,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid.","(42.966406, -85.662014)",42.93717371807706,-82.68323096250423,Canada,United States,not correct location
4090,4102,12/13/1997,1997,17:05,"La Veriente, Bolivia",STAP,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,Swearingen,CP-1635,TC-359,19.0,17.0,2.0,10,9.0,1.0,0.0,"During take off, shortly after the landing gear was retracted, one of the aircraft's engines lost power and the propeller autofeathered. The aircraft rolled to the right, struck trees and crashed inverted.","(-16.5, -68.15)",-14.936259442513748,-77.42400065085033,Bolivia,Bolivia,correct location
4091,4103,12/15/1997,1997,18:35,"Sharjah, United Arab Emirates",Tajikistan Airlines,Dushanbe - Sharjah,Tupolev TU-154,Tupolev,EY-85281,78A-281,86.0,77.0,9.0,85,77.0,8.0,0.0,The aircraft crashed and burned while making an attempt to land. A number of errors by the crew resulted in the acccident. Not maintaining the height indicated during the last contact with the ATC. Not following instructions from the ATC. Crew fatigue and turbulence in the area contributed to the accident.,"(25.302103, 55.548564)",27.514209417403862,55.90361783839472,United Arab Emirates,United Arab Emirates,correct location
4092,4104,12/17/1997,1997,19:13,"Fotina, Greece",Aerosweet Airlines (LVOV),Odessa - Thessaloniki,Yakovlev YAK-42,Yakovlev,UR-42334,4520422606,70.0,62.0,8.0,70,62.0,8.0,0.0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain.","(40.22056, 22.31389)",40.65186981865268,16.87990901960061,Greece,Greece,correct location
4093,4105,12/19/1997,1997,16:13,"Palembang, Indonesia",SilkAir,Jakarta - Hatta - Singapore,Boeing B-737-300,Boeing,9V-TRF,28556/2851,104.0,97.0,7.0,104,97.0,7.0,0.0,"The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover.","(-2.976938, 104.734354)",-4.586931707124965,98.68808369991517,Indonesia,Indonesia,correct location
4094,4106,12/20/1997,1997,,"Tanagra, Greece",Military - Greek Air Force,Search mission,Lockheed C-130H Hercules,Lockheed,750,4729,5.0,0.0,5.0,5,0.0,5.0,0.0,Crashed in the Pastra mountains while searching for the wreckage of an Aerosweet Yak-42 that was missing.,"(38.3275, 23.53659)",35.00163587441425,16.73924995920659,Greece,Greece,correct location
4095,4107,12/27/1997,1997,,"Atlantic Ocean, off Angola",Renan Airways,"Abidjan - Rundu, Nambia",Antonov An-72,Antonov,ER-ACF,36572094888,5.0,0.0,5.0,5,0.0,5.0,0.0,Went missing while en route. May have been shot down.,"(39.377094, -74.451563)",39.413722155426285,-71.5620769369553,off Angola,United States,not correct location
4096,4108,12/28/1997,1997,23:10,Pacific Ocean,United Air Lines,Tokyo - Honolulu,Boeing B-747-122,Boeing,N4723U,19882/175,393.0,374.0,19.0,1,1.0,0.0,0.0,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries.","(39.112414, -84.516668)",40.09068013537842,-88.26214896637703,Pacific Ocean,United States,not correct location
