,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
4296,4308,03/26/2001,2001,18:25,"Jadura, Indonesia",Merpati Nusantara Airlines,Training,Fokker F-27 Friendship 500F,Fokker,PK-MFL,10609,3.0,0.0,3.0,3,0.0,3.0,0.0,"While approaching Juanda for the 8th touch-and-go landing the aircraft banked to the left, crashed and caught fire.","(23.157165, 69.688403)",23.157165,69.688403,Indonesia,India,not correct location
4297,4309,03/29/2001,2001,19:01,"Aspen, Colorado",Jetwingsco Inc. - Private Charter,Los Angeles - Aspen,Grummand Gulfstream III,Grumman,N303GA,303,18.0,15.0,3.0,18,15.0,3.0,0.0,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.","(39.20067, -106.835836)",39.20067,-106.835836,United States,United States,correct location
4298,4310,04/04/2001,2001,,"Adar Yeil, Sudan",Military - Sudan Air Force,Adar Yeil - Khartoum,Antonov AN-24,Antonov,,,30.0,,,14,,,0.0,"The aircraft crashed on takeoff during a sandstorm, killing Sudan's deputy defense minister and 13 high-ranking military officers.","(30.16807, -8.31938)",30.16807,-8.31938,Sudan,Morocco,not correct location
4299,4311,04/07/2001,2001,15:30,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,Vinh - Dong Hoi - Hue,Mil Mi-18 Helicopter,Mil,VN-8415,96168,16.0,13.0,3.0,16,13.0,3.0,0.0,"The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.","(15.883262, 108.331466)",15.883262,108.331466,Vietnam,Vietnam,correct location
4300,4312,04/28/2001,2001,05:15,"Roque Perez, Argentina",Private - Techint  group,San Fernando - El Calafate,Cessna  208B Grand Caravan,Cessna,LV-WSC,208B-0580,10.0,8.0,2.0,10,8.0,2.0,0.0,"The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.","(-35.39794, -59.33271)",-35.39794,-59.33271,Argentina,Argentina,correct location
4301,4313,05/16/2001,2001,13:15,"Malatya, Turkey",Military - Turkish Air Force,Diyarbakir - Ankara,CASA CN-235M-10,CASA,,C-006,34.0,28.0,6.0,34,28.0,6.0,0.0,"The aircraft went into a steep dive from 17,000 feet and crashed into a field. Hydraulic failure caused by ice.","(38.35018, 38.31667)",38.35018,38.31667,Turkey,Turkey,correct location
4302,4314,05/17/2001,2001,07:45,"Sari, Iran",Faraz Qeshm Airlines,Tehran - Gorgan,Yakovlev YAK-40,Yakovlev,EP-TQP,9740856,30.0,25.0,5.0,30,25.0,5.0,0.0,"The aircraft crashed into mountains about 12 miles south of Sari, 55 minutes after taking off from Tehran on a flight to Gorgan. Shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to Tehran. Transport Minister of Iran, Rahman Dadman, 45, killed.","(36.56332, 53.06009)",36.56332,53.06009,Iran,Iran,correct location
4303,4315,05/17/2001,2001,12:21,"Mendoza, Argentina",Fuerza AÃ©rea Argentina,Mendoza - Parana,Fokker F-27 Friendship 400M,Fokker,TC-76,10412,5.0,0.0,5.0,5,0.0,5.0,0.0,Shortly after taking off the plane veered to the right and crashed into a field. Engine failure.,"(-32.896444, -68.840949)",-32.896444,-68.840949,Argentina,Argentina,correct location
4304,4316,05/22/2001,2001,16:35,"Myakotino, Russia",Military - Russian Air Force,Rzhevsk - Morsansk,Antonov 12MGA,Antonov,RA-12135,00347002,7.0,0.0,7.0,7,0.0,7.0,0.0,Crashed while en route.,"(55.99175, 34.83577)",55.99175,34.83577,Russia,Russia,correct location
4305,4317,06/15/2001,2001,14:30,"Jayapura, Indonesia",Manunggal Air,Jayapura - Wamena,Transall C-160NG,Other,PK-VTP,233,19.0,16.0,3.0,1,1.0,0.0,0.0,"The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.","(-2.670697, 140.822108)",-2.670697,140.822108,Indonesia,Indonesia,correct location
4306,4318,07/04/2001,2001,02:08,"Irkutsk, Russia",Vladivostokavia,Yekaterinburg - Irkutsk - Vladivostok,Tupolev TU-154M,Tupolev,RA-85845,86A-735,145.0,136.0,9.0,145,136.0,9.0,0.0,"The plane crashed and exploded in flames in Siberian woodlands near the village of Burdakovka, about 21 miles from Irkutsk. The aircraft crashed during the third turn in a landing approach to Irkutsk, an intermediate stop for refueling. The first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. Eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. The captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned.Â Incorrect actions of the crew. Due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. As a result, the plane stalled and entered a spin and crashed.","(52.282563, 104.315805)",52.282563,104.315805,Russia,Russia,correct location
4307,4319,07/05/2001,2001,11:40,"Chinhae, South Korea",Private  - Daewoo Shipbuilding,Jinhae - Ockpo,Sikorsky S-76B helicopter,Sikorsky,HL9240,760341,12.0,9.0,3.0,8,7.0,1.0,0.0,"After several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. The accident took place in heavy monsoon rains, poor visibility and high winds. The pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.","(34.77666, 128.4799)",34.77666,128.4799,South Korea,South Korea,correct location
4308,4320,07/12/2001,2001,12:05,"Puerto Cabello, Venezuela",Private - Overtec Company,Puerto Cabello - Caracas,Antonov AN-28 PZL-Mielec M-28 Sky Truck,Other,YV-117CP,AJE 001-10,13.0,10.0,3.0,13,10.0,3.0,0.0,The aircraft crashed and burned moments after taking off from General Bartholomew SalÃ³m Airport during a National Guard demonstration. The right engine appeared to have failed at a critical stage in the takeoff. There were 8 civilians and 5 military personnel board.,"(10.474236, -68.01165)",10.474236,-68.01165,Venezuela,Venezuela,correct location
4309,4321,07/14/2001,2001,08:53,"Moscow, Russia",Russ Air Transport Company,Moscow - Norilsk,Ilyushin IL-76,Ilyushin,RA-76588,0043451530,10.0,0.0,10.0,10,0.0,10.0,0.0,"The cargo plane was taking off from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones.","(55.741469, 37.615561)",55.741469,37.615561,Russia,Russia,correct location
4311,4323,08/10/2001,2001,14:35,"Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,Grand Canyon NP - Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,Aerospatiale,N169PA,2477,7.0,6.0,1.0,6,5.0,1.0,0.0,"The sightseeing helicopter crashed and burned about 3,700 feet up the 5,600-foot Grand Wash Cliffs just outside the boundaries of Grand Canyon National Park. The aircraft was returning to McCarran International Airport where it had originated. Besides the pilot, all victims, including the one survivor, were members of the same family. The pilot's decision to maneuver the helicopter in a flight regime and in a high density altitude environment which significantly decreased the helicopter's performance capabilities, resulting in a high rate of descent from which recovery was not possible. Factors contributing to the accident were high density altitude and the pilot's decision to maneuver the helicopter in proximity to precipitous terrain, which effectively limited remedial options available.","(35.93841, -114.083142)",35.93841,-114.083142,United States,United States,correct location
4312,4324,08/23/2001,2001,,"Mugogo, Democratic Republic Congo",Victoria Airlines,Kama - Kapmene,Antonov 28,Antonov,3C-LLA,1AJ005-22,11.0,9.0,2.0,4,2.0,2.0,0.0,After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.,"(-3.0689, 29.9528)",-3.0689,29.9528,Democratic Republic Congo,Burundi,not correct location
4313,4325,08/24/2001,2001,05:42,"Ithaca, New York",Ameristar Jet Charter,"Ithaca, NY - Jackson, MI",Learjet 25,Learjet,N153TW,25-053,2.0,0.0,2.0,2,0.0,2.0,0.0,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.","(42.443392, -76.505479)",42.443392,-76.505479,United States,United States,correct location
4314,4326,08/24/2001,2001,18:46,"Lajes, Terceira, Azores",Air Transat,Toronto - Lisbon,Airbus A-330-243,Airbus,C-GITS,0271,304.0,291.0,13.0,0,0.0,0.0,0.0,"The crew reported that they had a loss of fuel and were going to have to divert to Lajes AFB. Shortly thereafter, they said that they only had five minutes of fuel and probably would not reach Lajes. The Airbus 330, without engine power, glided for almost 20 minutes, descending from for more than 30,000 ft. before landing safely at Lajes Airport. Several tires blew out causing a fire which was quickly extinguished by emergency crews.  Eleven passengers were slightly injured. The leak was caused by a damaged fuel feed pipe that was caused by interference from the aft hydraulic pump. Mechanics did not completely follow a Rolls-Royce service bulletin. In addition, software mistakenly identified the  fuel leak as a fuel imbalance, prompting the crew to respond erroneously to the situation. The official report stated the cause was the pilots responded incorrectly to the fuel leak.  The pilots acted from memory rather than utilizing a checklist, so they never saw a ""Caution"" note in the Fuel Imbalance checklist that might have caused them to consider that the real problem was not an imbalance but a fuel leak.","(-27.796341, -50.32685)",-27.796341,-50.32685,Azores,Brazil,not correct location
4315,4327,08/29/2001,2001,10:15,"Malaga, Spain",Binter MediterrÃ¡neo,Melilla - MÃ¡laga,CASA  CN-235-200,CASA,EC-FBC,C033,47.0,44.0,3.0,4,3.0,1.0,0.0,"The aircraft crash-landed on a highway near Ruiz Picasso Airport in MÃ¡laga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.","(36.709737, -4.462013)",36.709737,-4.462013,Spain,Spain,correct location
4316,4328,09/11/2001,2001,09:45,"Arlington, Virginia.",American Airlines,Washington D.C. - Los Angeles,Boeing B-757-223,Boeing,N644AA,24602/365,64.0,58.0,6.0,64,58.0,6.0,125.0,The aircraft was hijacked after taking off from Dulles International Airport. The hijackers took control of the aircraft and deliberately crashed it into the Pentagon. It was one of four planes that were hijacked the same day.,"(32.685678, -97.102867)",32.685678,-97.102867,Virginia.,United States,not correct location
4317,4329,09/11/2001,2001,08:47,"New York City, New York",American Airlines,Boston - Los Angeles,Boeing 767-223ER,Boeing,N334AA,22332/169,92.0,81.0,11.0,92,81.0,11.0,2750.0,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the north tower of the World Trade Center between the 94th and 99th floors at approximately 450 mph.  After 102 minutes, the building collapsed. It was one of four planes that were hijacked the same day.","(40.68295, -73.9708)",40.68295,-73.9708,United States,United States,correct location
4318,4330,09/11/2001,2001,09:03,"New York City, New York",United Air Lines,Boston - Los Angeles,Boeing B-767-222,Boeing,N612UA,21873/41,65.0,56.0,9.0,65,56.0,9.0,2750.0,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day.","(40.68295, -73.9708)",40.68295,-73.9708,United States,United States,correct location
4319,4331,09/11/2001,2001,10:03,"Shanksville, Pennsylvania",United Air Lines,Newark - San Francisco,Boeing B-757-222,Boeing,N591UA,28142/718,44.0,37.0,7.0,44,37.0,7.0,0.0,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.,"(40.017302, -78.907293)",40.017302,-78.907293,United States,United States,correct location
4320,4332,09/12/2001,2001,16:25,"Chichen Itza, Mexico",Aero Ferinco Charter,Chichen Itza - Cozumel,LET 410UVP,Let,XA-ACM,892401,19.0,17.0,2.0,19,17.0,2.0,0.0,"The aircraft crashed 4.4 miles from Kura Airport shortly after a normal takeoff. The plane was flying at about 1,500 feet when it began turning onto a course requested by the air traffic controller. It did not stop turning and suddenly plunged to the ground.","(20.66667, -88.56667)",20.66667,-88.56667,Mexico,Mexico,correct location
4321,4333,09/15/2001,2001,,"Belo Horizonte, Brazil",TAM (Brazil),Recife  - Sao Paulo,Fokker 100,Fokker,PT-MRN,11443,82.0,77.0,5.0,1,1.0,0.0,0.0,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.","(-19.914319, -43.959502)",-19.914319,-43.959502,Brazil,Brazil,correct location
4322,4334,09/18/2001,2001,07:30,"Guatemala City, Guatemala",Atlantic Airlines,"Guatemala City - San Pedro Sula, Honduras",LET 410UVP-E,Let,TG-CPE,861705,13.0,11.0,2.0,9,8.0,1.0,0.0,The aircraft was taking off from Guatemala's Aurora Airport when it lost power in one of it's engines and crashed to the ground.,"(14.64072, -90.51327)",14.64072,-90.51327,Guatemala,Guatemala,correct location
4323,4335,10/04/2001,2001,13:44,"110 miles SW of Sochi, Russia",Sibir Airlines,"Tel Aviv -  Novosibirsk, Russia",Tupolev Tu-154M,Tupolev,RA-85693,90A-866,78.0,66.0,12.0,78,66.0,12.0,0.0,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises.","(43.59427, 39.725225)",43.59427,39.725225,Russia,Russia,correct location
4324,4336,10/08/2001,2001,17:50,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc., Iyachisakus Lake - Mollet Lake,de Havilland DHC-2 Mk 1 Beaver,deHavilland,C-GPUO,810,7.0,6.0,1.0,3,2.0,1.0,0.0,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.,"(41.54126, 2.215969)",41.54126,2.215969,Canada,Spain,not correct location
4325,4337,10/08/2001,2001,08:10,"Milan, Italy",Scandinavian Airlines (SAS) / Private,Milan - Copenhagen / Milan - Paris,MD-87 / Cessna 525A Citation II,Boeing,SE-DMA / D-IEVX,53009/ 525A-0036,114.0,106.0,8.0,114,106.0,8.0,4.0,"The MD-87 aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 rotated for takeoff and did make it into the air for 9 seconds, but was too damaged to sustain flight. The plane then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different taxiway and hold short of the runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures and improper terminology used by the tower. Communication between the aircraft and the tower had been ""in English and Italian,"" as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility and inadequately marked airport landmarks, the control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood. There was no ground radar, runway motion sensors were turned off and it took 20 minutes before anyone realized the two planes had collided.","(45.473702, 9.170685)",45.473702,9.170685,Italy,Italy,correct location
4326,4338,10/10/2001,2001,10:42,"Valencia, Spain",Flightline,"Barcelona - Oran, Algeria",Swearingen SA-226AT Merlin IV,Swearingen,EC-GDV,AT-043,10.0,8.0,2.0,10,8.0,2.0,0.0,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles off the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water. Electrical power was presumably lost following a lightning strike. Control was lost and the airplane crashed into the sea.","(10.231927, -67.981967)",10.231927,-67.981967,Spain,Venezuela,not correct location
4327,4339,10/10/2001,2001,09:26,"Dillingham, Alaska",PenAir,Dillingham - King Salmon,Cessna 208 Caravan,Cessna,N9530F,20800088,10.0,9.0,1.0,10,9.0,1.0,0.0,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist.","(59.708077, -158.344201)",59.708077,-158.344201,United States,United States,correct location
4328,4340,10/11/2001,2001,23:35,"Shamattawa, Canada",Perimeter Airlines,Gods Narrows - Shamattawa,Swearingen SA.226TC Metro I,Swearingen,C-GYPA,TC-250,3.0,1.0,2.0,2,0.0,2.0,0.0,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatogravic illusion, which most likely led to the captain losing situational awareness.","(55.85862, -92.127132)",55.85862,-92.127132,Canada,Canada,correct location
4329,4341,10/18/2001,2001,15:43,"Anchorage, Alaska",ERA Aviation - Air Taxi,"Fire Island, AK - Anchorage, AK",Bell 206L,Bell,N400EH,45108,5.0,4.0,1.0,3,2.0,1.0,0.0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.","(61.195429, -149.358257)",61.195429,-149.358257,United States,United States,correct location
4330,4342,11/12/2001,2001,09:16,"Belle Harbor, Queens, New York",American Airlines,"New York City - Santo Domingo, Dominican Rep.",Airbus A-300-605R,Airbus,N14053,420,260.0,251.0,9.0,260,251.0,9.0,5.0,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistic and exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.","(40.577066, -73.850727)",40.577066,-73.850727,United States,United States,correct location
4331,4343,11/19/2001,2001,18:19,"Kalyazin, Russia",Charter - IRS Aero,Khatanga - Moscow,Ilyushin 18V,Ilyushin,RA-75840,182005301,27.0,18.0,9.0,27,18.0,9.0,0.0,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.,"(57.23686, 37.83929)",57.23686,37.83929,Russia,Russia,correct location
4332,4344,11/22/2001,2001,13:05,"Pittsburgh, Pennsylvania",Universal Jet Aviation,"Pittsburgh, PA - Baca Raton, Fl",Learjet 25B,Learjet,N5UJ,25-088,2.0,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.","(40.450508, -79.936309)",40.450508,-79.936309,United States,United States,correct location
4333,4345,11/23/2001,2001,18:35,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Tallinn - Kardla,Antonov AN-28,Antonov,ES-NOV,1AJ003-03,17.0,14.0,3.0,2,2.0,0.0,0.0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.,"(44.68333, 25.3)",44.68333,25.3,Estonia,Romania,not correct location
4334,4346,11/24/2001,2001,22:07,"Birchwil, Switzerland",Crossair,Berlin - Zurich,BAE Avro RJ100,BAE,HB-IXM,E-3291,33.0,28.0,5.0,24,21.0,3.0,0.0,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a ""minimum"" warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-music trio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash. A controlled flight into terrain caused by the captain deliberately descending below the minimum descent altitude without having the required visual contact with either the approach lights or the runway and the copilot making no attempt to prevent the continuation of the flight below the minimum descent altitude. The report revealed that the pilot had failed to perform correct navigation and landing procedures before, but no action had been taken by the airline.  The range of hills the plane crashed into was not marked in the Jeppesen approach chart used by the crew, despite the hilly terrain the approach to runway 28 was not equipped with a minimum safe altitude warning (MSAW) system, which triggers an alarm if a minimum safe altitude is violated, and the airport's means of determining visibility were inadequate for runway 28 and the visual minimums at the time of the accident were actually inappropriate for using the standard approach to runway 28.","(47.45431, 8.63477)",47.45431,8.63477,Switzerland,Switzerland,correct location
4335,4347,11/27/2001,2001,01:56,"Port Harcourt, Nigeria",MK Airlines,Luxembourg - Port Harcourt,Boeing 747-246F,Boeing,9G-MKI,22063/432,13.0,0.0,13.0,1,0.0,1.0,0.0,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned.","(4.761451, 7.019004)",4.761451,7.019004,Nigeria,Nigeria,correct location
4336,4348,12/01/2001,2001,01:43,"Novaya Inya , Russia","Military - Russian, cargo",Moscow - Bratsk - Anadyr,Ilyushin IL- 76TD,Ilyushin,RA-76839, 1023411375,18.0,9.0,9.0,18,9.0,9.0,0.0,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.,"(59.37941, 144.86347)",59.37941,144.86347,Russia,Russia,correct location
4337,4349,12/14/2001,2001,,"Geti, Democratic Republic Congo",Eagle Air,Bunia - Beni,Let 410A,Let,5X-CNF,730208,6.0,4.0,2.0,6,4.0,2.0,0.0,The plane may have been shot down by Allied Democratic Forces rebels.,"(1.20722, 30.17699)",1.20722,30.17699,Democratic Republic Congo,Democratic Republic of the Congo,not correct location
4338,4350,12/16/2001,2001,10:21,"Medellin, Colombia",Heliandes,Medellin - Quibdo,Let 410UVP-E,Let,HK-4175X,861618,16.0,14.0,2.0,16,14.0,2.0,0.0,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport.","(6.276949, -75.576955)",6.276949,-75.576955,Colombia,Colombia,correct location
4339,4351,12/26/2001,2001,10:20,"Bremerhaven, Germany",BAL Bremerhaven Airline,Bremerhaven - Wangerooge,Britten Norman BN-2B Trislander,Britten Norman,D-IAAI,2167,9.0,8.0,1.0,8,7.0,1.0,0.0," The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.","(53.553611, 8.589778)",53.553611,8.589778,Germany,Germany,correct location
4340,4352,01/04/2002,2002,12:07,"Birmingham, England",Agco Corp,"Birmingham, England - Bangor, MA",Canadair CL-604,Canadair, N90AG,5414,5.0,3.0,2.0,5,3.0,2.0,0.0,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors.","(52.478308, -1.893538)",52.478308,-1.893538,United Kingdom,United Kingdom,correct location
4341,4353,01/09/2002,2002,,"Shamsi AFB, Pakistan",Military - U.S. Air Force,Jacobabad - Shamsi,Lockheed Hercules KC-130R,Lockheed,160021,4702,7.0,0.0,7.0,7,0.0,7.0,0.0,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.,"(30.457896, -86.549408)",30.457896,-86.549408,Pakistan,United States,not correct location
4342,4354,01/14/2002,2002,07:28,"Bilbao, Spain",Ibertrans AÃ©rea,Madrid - Bilbao,Embraer EMB-120 Brasilia,Embraer,EC-GTJ,120-024,3.0,0.0,3.0,3,0.0,3.0,0.0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.","(43.258534, -2.937123)",43.258534,-2.937123,Spain,Spain,correct location
4343,4355,01/15/2002,2002,08:45,"Chilpancingo, Mexico",ProcuradurÃ­a General de la RepÃºblica,Mexico City - Chilpancingo,de Havilland DHC-6 Twin Otter 300,deHavilland,XC-FIT,752,17.0,15.0,2.0,5,5.0,0.0,0.0,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate.","(17.538917, -99.498443)",17.538917,-99.498443,Mexico,Mexico,correct location
4344,4356,01/16/2002,2002,16:29,"Solo, Indonesia",Garuda Indonesia Airlines,Mataram - Yogyakarta - Jakarta,Boeing B-737-3Q8,Boeing,PK-GWA,24403/1706,62.0,54.0,8.0,1,0.0,1.0,0.0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. The reason the crew flew into extreme weather was the heavy rain and hail was shadowed on the radar and blocked from radar view. In addition, the airplane had a partially failed battery which was exhausted by two attempts to restart the engines, producing a total electrical failure. A flight attendant drowned in the shallow water when she jumped from the plane.","(41.375681, -81.431308)",41.375681,-81.431308,Indonesia,United States,not correct location
4345,4357,01/17/2002,2002,11:00,"La Bonita, Ecuador",PetroproducciÃ³n,Quito - Lago Agrio,Fairchild FH-227E,Fairchild,HC-AYM,511,26.0,21.0,5.0,26,21.0,5.0,0.0,"The plane crashed into del cerro El Tigre mountain in the jungles of the Amazon at an elevation of 14,700 ft.  The 35 minute flight was transporting oil workers to a remote oil field.","(8.61903, -82.76392)",8.61903,-82.76392,Ecuador,Panama,not correct location
4346,4358,01/27/2002,2002,,"Luena, Angola",Military - Angolan  Air Force,,Antonov AN-12,Antonov,T-304,A12244,40.0,34.0,6.0,5,3.0,2.0,0.0,Crashed 2km short of the runway  from the Luena Airport while attempting to land in heavy rain.,"(-11.78333, 19.91667)",-11.78333,19.91667,Angola,Angola,correct location
