,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
4671,4672,4684,10/15/2008,2008,23:58,"Aurora, Illinois",Air Angles Inc.,Sandwich - Chicago,Bell 222,Bell,N992AA,47062,4.0,1.0,3.0,4,1.0,3.0,0.0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard.","(15.694082, 121.481224)",15.694082,121.481224,16.82706226129938,122.94246943483715
4672,4673,4685,11/13/2008,2008,11:35,"Fallujah, Iraq",Falcon Aviation Group,al-Asad air base - Baghdad,Antonov An-12,Antonov,S9-SAO,346908,7.0,0.0,7.0,7,0.0,7.0,0.0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane.","(33.35581, 43.78612)",33.35581,43.78612,34.70142107686395,40.58813080791976
4673,4674,4686,11/16/2008,2008,10:32,"Thormanby Island, British Columbia, Canada",Pacific Coastal Airlines,Vancouver - Powell River - Toba Inlet,Grumman G-21A Goose,Grumman,C-FPCK,1187,8.0,7.0,1.0,7,6.0,1.0,0.0,The charter aircraft crashed into a steep hillside on south Thormanby Island 19 minutes after taking off and exploded into flames. Controlled flight into terrain caused by poor weather conditions and the decision by the pilot to fly in such conditions.,"(64.779262, -18.673522)",64.779262,-18.673522,65.67256276673837,-19.53380563251489
4674,4675,4687,11/27/2008,2008,17:00,"Off Perpignan, France",XL Airways leased from Air New Zealand,Training,Airbus A320-232,Airbus,D-AXLA,2500,7.0,0.0,7.0,7,0.0,7.0,0.0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors.","(42.696748, 2.893311)",42.696748,2.893311,46.86291056894388,3.021335096937898
4675,4676,4688,12/03/2008,2008,12:13,"San Juan, Puerto Rico",Webstas Aviation Services Inc.,"Tortola Virgin Islands - San Juan, PR",Rockwell International 690B,Rockwell,N318WAÂ ,11444,3.0,2.0,1.0,3,2.0,1.0,0.0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog.","(-30.894837, -68.865461)",-30.894837,-68.865461,-31.33987145200791,-67.65306409376504
4676,4677,4689,12/11/2008,2008,06:25,"Off Sabine Pass, Texas",Rotorcraft Leasing Co,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,Bell,N180AL,52104,3.0,3.0,2.0,3,3.0,2.0,0.0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass.","(29.73355, -93.89433)",29.73355,-93.89433,33.75569448048243,-95.51265060515232
4677,4678,4690,12/15/2008,2008,16:40,Off Turks and Caicos Islands,Alantis Aviation,"Santiago, Dominican Republic - Providenciales",Britten Norman BN-2A Trislander Mk3,Britten Norman,N650LP,1029,12.0,11.0,1.0,12,11.0,1.0,0.0,The charter flight disappeared from radar 35 minutes into the flight and after the pilot radioed a mayday call. Probably crashed into the ocean. Never found.,"(21.81663, -71.752704)",21.81663,-71.752704,19.433063364032595,-73.53976539025233
4678,4679,4691,01/01/2009,2009,04:37,"Lubock, Texas",Empire Airlines leased from FedEx,Fort Worth - Lubbock,ATR-42-320,ATR,N902FX,175,2.0,0.0,2.0,2,0.0,2.0,0.0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance.","('', '')",,,,
4679,4680,4692,01/04/2009,2009,15:30,Near Houma Louisiana,Petroleum Helicopters Inc,Bayou Penchant - Off shore oil fields,Sikorsky S-76C++,Sikorsky,N748P,760629,9.0,7.0,2.0,8,6.0,2.0,0.0,"A helicopter bound for offshore oil fields went down about 75 miles southwest of New Orleans shortly after taking off. The sudden loss of power to both engines that resulted from impact with a red-tailed hawk, which fractured the windshield and interfered with engine fuel controls and the subsequent disorientation of the flightcrrew members. Also the lack of FAA regulations and guidance at the time the helicopter was certificated requiring helicopter windshields to be resistant to bird strikes and the lack of protections that would prevent T-handles from inadvertently dislodging out of the detents and the lack of a master warning light and audible system to alert the flightcrew of low-rotor speed conditions.","(29.584505, -90.690407)",29.584505,-90.690407,31.224175080909127,-92.79844153548149
4680,4681,4693,01/15/2009,2009,,"Adraskan district, Afghanistan",Afghan Army,,Mil Mi-17,Mil,,,13.0,,,13,,,0.0,Either shot down or crashed due to bad weather.,"(14.469815, 78.795065)",14.469815,78.795065,15.831367845683005,80.46522332799535
4681,4682,4694,01/15/2009,2009,15:06,"New York, New York",US Airways,"New York, NY- Charlotte, NC",Airbus A320-214,Airbus,N106US,1044,155.0,150.0,5.0,0,0.0,0.0,0.0,"The plane was taking off from La Guardia Airport when both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured.","(40.68295, -73.9708)",40.68295,-73.9708,42.695477870997635,-74.57016186868921
4682,4683,4695,02/07/2009,2009,14:00,"Manacapuru, Brazil",Aerotaxi Manaus,Coari - Manus,Bandeirante EMB-110P1,Other,PT-SEA,110352,28.0,26.0,2.0,24,22.0,2.0,0.0,"The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine.Â The plane disappeared from radar and lost contact with ATC.Â The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru.","(-3.275089, -60.64009)",-3.275089,-60.64009,-3.9443382465455277,-61.39491745923958
4683,4684,4696,02/12/2009,2009,22:17,"Clarence Center, New York",Continental Connection/Colgan Air,"Newark, N.J. - Buffalo, NY",Bombardier DHC-8-402 Q400,Other,N200WQ,4200,49.0,44.0,5.0,49,44.0,5.0,1.0,"The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall. Colgan Air officials acknowledged that both pilots apparently were not paying close attention to the aircraft's instruments and failed to follow the airline's procedures for handling an impending stall in the final minutes of the flight. The captainâs inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crewâs failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crewâs failure to adhere to sterile cockpit procedures, (3) the captainâs failure to effectively manage the flight, and (4) Colgan Airâs inadequate procedures for airspeed selection and management during approaches in icing conditions.","(43.008427, -78.629359)",43.008427,-78.629359,45.34988518828803,-79.2559877000385
4684,4685,4697,02/15/2009,2009,19:15,"Chanco, Chile",Flight Service,,Bell UH-1H,Bell,CC-CBW,,13.0,12.0,1.0,13,12.0,1.0,0.0,The helicopter was carrying firemen to a nearby forest fire when it crashed into a fog shrouded mountain killing all aboard.,"(-35.741077, -72.537186)",-35.741077,-72.537186,-35.95648608209094,-74.3302646367404
4685,4686,4698,02/20/2009,2009,04:10,"Luxor, Egypt",Aerolift,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine",Antonov 12V,Antonov,S9-SVN,6344310,5.0,0.0,5.0,5,0.0,5.0,0.0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire.","(25.69893, 32.6421)",25.69893,32.6421,27.79376375215707,33.29469369210505
4686,4687,4699,02/25/2009,2009,10:31,"Amsterdam, Netherlands",Turkish Airlines,"Istanbul, Turkey - Amsterdam, Netherlands",  Boeing 737-8F2,Boeing,TC-JGE,29789/1065,134.0,127.0,7.0,9,6.0,3.0,0.0,The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the plane's autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately.,"(52.37243, 4.89973)",52.37243,4.89973,52.20835369801578,3.115490538405277
4687,4688,4700,03/09/2009,2009,05:40,"Lake Victoria, Uganda",Aerolift,"Entebbe, Uganda - Mogadishu, Somalia",Ilyushin Il-76T,Ilyushin,S9-SAB,073410301,11.0,7.0,4.0,11,7.0,4.0,0.0,"The cargo plane carrying and water purification equipment crashed into Lake Victoria shortly after taking off. Possibly caused by one or a combination of factors, including loss of engine power, malfunction of the flight control system, pilot impairment, inattentiveness to altitude and inadequate handling of the aircraft. An investigation  found that the navigator used a forged license and that the aircraft and engines were beyond their service life.","(27.960534, -81.953987)",27.960534,-81.953987,26.758071456530903,-79.19688657787638
4688,4689,4701,03/12/2009,2009,09:48,"Off St. Johns, Newfoundland",Cougar Helicopters,St. Johns - Hibernia platform,Sikorsky S-92A,Sikorsky,C-GZCH,920048,18.0,16.0,2.0,17,15.0,2.0,0.0,The pilot reported a technical malfunction and radioed that he was returning to St. Johns. He then radioed a mayday. The helicopter then went down in what was a controlled emergency crash landing. The accident happened about 30 miles off St. Johns. Two main gearbox filter bowl assembly mounting studs made of titanium were found broken. This resulted in the loss of gearbox oil.,"(17.108788, -61.824679)",17.108788,-61.824679,18.849225769443496,-66.44026896406297
4689,4690,4702,03/22/2009,2009,14:28,"Butte, Montana",Eagle Cap Leasing,"Oroville, CA - Butte, MT",Pilatus PC-12/45,Pilatus,N128CM,403,14.0,13.0,1.0,14,13.0,1.0,0.0,"The plane crashed 500 feet short of the runway while attempting to land at Bert Mooney Airport. The plane took a nosedive and crashed near Holy Cross cemetery. The plane was carrying children and adults from California to a skiing vacation in Montana when it diverted from its planned destination of Bozeman to Butte. The pilot, who did not use a required anti-ice additive in the fuel,continued to fly despite a deteriorating fuel system. In addition, the plane was 600 pounds over it's take-off weight.","(31.292315, -92.458548)",31.292315,-92.458548,28.640713325277954,-94.21869455668927
4690,4691,4703,03/23/2009,2009,06:48,"Tokyo, Japan",FedEx,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,McDonnell Douglas,N526FE,48600/560,2.0,0.0,2.0,2,0.0,2.0,0.0,"The fatigued pilot flying the cargo plane flared too late on landing. From his position in the cockpit he was then apparently unable to tell that the main gear had bounced and the tail was rising, so he pitched the plane down to bring the nose to the ground, instead of up to recover from the bounce. The plane bounced again, harder, lost   control, veered to the left, turned over, and was destroyed by fire.","(35.695126, 139.75391)",35.695126,139.75391,36.45873968637821,140.5740887376703
4691,4692,4704,04/01/2009,2009,14:00,"Off Crimond, Scotland",Bond Offshore Helicopters,Miller field - Aberdeen,Eurocopter AS 332L2 Super Puma 2,Eurocopter,G-REDL,,16.0,14.0,2.0,16,14.0,2.0,0.0,The helicopter crashed 35 miles East of Crimond in the North Sea while transporting oil workers. A mayday was received prior to the crash. Catastrophic failure of the main rotor gearbox.,"(55.972, -4.58399)",55.972,-4.58399,56.52181001964551,-3.3996932206604105
4692,4693,4705,04/06/2009,2009,12:30,"Bandung, Indonesia",Military - Indonesian Air Force,Militiary training,Fokker F-27 Friendship 400M,Fokker,A-2703,10538,24.0,18.0,6.0,24,18.0,6.0,0.0,"While returning from a military training exercise, and attempting to land, the aircraft struck a hanger and burst into flames.","(-7.173881, 107.684612)",-7.173881,107.684612,-5.950469999311555,106.23904586186025
4693,4694,4706,04/09/2009,2009,07:00,"Near Wamena, Indonesia",Aviastar Mandiri,Jayapura - Wamena,British Aerospace BAe-146-300,British,PK-BRD,E3189,6.0,0.0,6.0,6,0.0,6.0,0.0,"The cargo plane crashed into Gunung Pike mountain while on approach and attempting to land at Wamena Airport. The crew did not appear to have awareness of the aircraftâs proximity with terrain until impact with terrain was imminent. The flight crew did not act on the Enhanced Ground Proximity Warning System aural warnings, and did not conform to the operatorâs published operating procedures.","(10.5, -5.11667)",10.5,-5.11667,13.690024069868073,-8.056543035113142
4694,4695,4707,04/29/2009,2009,06:00,"Massamba, Democratic Republic of Congo",Bako Air,"Bangui, CAR- Brazzaville, Congo - Harare, Zimbabwe",Boeing B-737-200,Boeing,TL-ADMÂ ,22264/753,7.0,5.0,2.0,7,5.0,2.0,0.0,Crashed while en route on a ferrying flight. The plane had not been flown for a year.,"(-15.96833, 33.52111)",-15.96833,33.52111,-18.00612145157982,32.509679235201666
4695,4696,4708,05/03/2009,2009,12:00,"Near El Alto de Rubio, Venezuela",Military - Venezuelan Army,Patrol,Mi-35,Mil,EV08114Â ,,18.0,16.0,2.0,18,16.0,2.0,0.0,The helicopter was patrolling along the Venezuelan / Colombian border when radar contact was lost.,"(6.024242, -72.665533)",6.024242,-72.665533,6.151851783730622,-70.03526156537775
4696,4697,4709,05/20/2009,2009,06:30,"Near Madiun, Indonesia",Military - Indonesian Air Force,Jakarta - Maduin,Lockheed C-130 Hercules,Lockheed,A-1325,1982,112.0,98.0,14.0,112,98.0,14.0,2.0,"While on approach, the military transport crashed into 4 houses, skidded into a rice field and burst into flames.","(-7.63885, 111.516358)",-7.63885,111.516358,-6.668648873753783,113.24767548699167
4697,4698,4710,05/26/2009,2009,,"Near Isiro, Democratic Republic Congo",Service Air,Goma - Isiro,Antonov An-26,Antonov,9Q-CSA,5005,4.0,0.0,4.0,4,0.0,3.0,,The cargo plane crashed while on approach to Isiro-Matari Airport.,"(2.77391, 27.61603)",2.77391,27.61603,3.204003261969155,28.859968455647017
4698,4699,4711,06/01/2009,2009,00:15,"Atlantic Ocean, 570 miles northeast of Natal, Brazil",Air France,Rio de Janeiro - Paris,Airbus A330-203,Airbus,F-GZCP,660,228.0,216.0,12.0,228,216.0,12.0,0.0,"The Airbus went missing over the Atlantic Ocean on a flight from Rio de Janeiro to Paris, France. The plane departed from Rio de Janeiro-Galeao International Airport at 19:03 LT bound for Charles de Gaulle Airport in Paris. The last radio contact with the flight was at 01:33 UTC.  The aircraft left CINDACTA III radar coverage at 01:48 UTC, flying normally at FL350. The aircraft reportedly went through a thunderstorm with strong turbulence at 02:00 UTC. At 02:14 UTC an automated message was received indicating a failure of the electrical system. The plane carried 12 crew members and 216 passengers. The wreckage was finally discovered on April 3, 2011 using unmanned submarines.  Flight447 passed into clouds associated with a large system of thunderstorms, its speed sensors became iced over, and the autopilot disengaged. In the ensuing confusion, the pilots lost control of the airplane because they reacted incorrectly to the loss of instrumentation and then seemed unable to comprehend the nature of the problems they had caused. Neither weather nor malfunction doomed flight, nor a complex chain of error, but a simple but persistent mistake on the part of one of the pilots.    The crew did not realize the plane was in a stall, were insufficiently trained in flying manually, and never informed the passengers that anything was wrong before they plunged into the sea. The captain was on a rest break when the warnings began. The two co-pilots were facing faulty speed readings from unreliable sensors and repeated alarm signals, but fail to explain why the pilots responded the way they did. It's unclear why the co-pilot at the controls maintained a nose-up input - contrary to the normal procedure to come out of an aerodynamic stall. Normally, the nose should be pointed slightly downward to regain lift in such a stall, often caused because the plane is traveling too slowly. A basic maneuver for stall recovery, which pilots are taught at the outset of their flight training, is to push the yoke forward and apply full throttle to lower the nose of the plane and build up speed. The report confirms that external speed sensors obstructed by ice crystals produced irregular speed readings on the plane. Since the accident, Air France has replaced the speed monitors on all its Airbus A330 and A340 aircraft. The BEA said neither of the co-pilots at the controls had received recent training for manual aircraft handling, or had any high-altitude schooling in case of unreliable air speed readings. A stall warning sounded numerous times, and once for a full 54 seconds, but the crew made no reference to it in cockpit exchanges before the jet crashed.","(39.377094, -74.451563)",39.377094,-74.451563,38.56900862045874,-75.57415295681896
4699,4700,4712,06/07/2009,2009,08:30,"Near Port Hope Simpson, Newfoundland, Canada",Strait Air,Lourdes de Blanc Sablon - Port Hope Simpson,Britten-Norman BN-2A-27 Islander,Britten Norman,C-FJJRÂ ,424,1.0,0.0,1.0,1,0.0,1.0,0.0,The air ambulance crashed into hills while attempting to land in heavy fog about 4 miles from the airport.,"(52.55009, -56.29803)",52.55009,-56.29803,55.951971159709046,-56.40470612474922
4700,4701,4713,06/08/2009,2009,,"State of Arunachal Pradesh, India",Military - Indian Air Force,Mechuka - Jorhat,Antonov An-32,Antonov,,,13.0,6.0,7.0,13,6.0,7.0,0.0,The military transport went missing while en route and might have crashed due to heavy rain in the mountainous region.,"(27.06, 93.37)",27.06,93.37,28.243051334519073,96.24661613254642
4701,4702,4714,06/29/2009,2009,16:01,"Near Wamena, Indonesia",Aviastar Mandiri,"Dekari - Wamena, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,deHavilland,PK-BRO,756,3.0,0.0,3.0,3,0.0,3.0,0.0,"While en route and nearing it's destination, the cargo plane crashed into a 9,600 ft. mountain in the Tangma district.","(10.5, -5.11667)",10.5,-5.11667,12.200859886830004,-5.660262155662855
4702,4703,4715,06/30/2009,2009,01:51,"Off Mitsamiouli, Comoros",Yemenia Airway,"Sana'a, Yemen - Moroni, Comoros",Airbus A310-324,Airbus,7O-ADJ,535,153.0,142.0,11.0,152,141.0,11.0,0.0,"The plane crashed into the Indian Ocean, 10 miles off the coast,while attempting a second approach to Hahaya Airport in Moroni. A 12 year old girl survived the accident. Crew error. The accident was due to inappropriate action by the crew during a non-stabilizing maneuver.","(-11.38472, 43.28444)",-11.38472,43.28444,-14.600845216079792,44.49125105604265
4703,4704,4716,07/03/2009,2009,,"Near,  Peshawar ,  Pakistan",Military - Pakistan Army,,Mil Mi-17,Mil,,,26.0,24.0,2.0,26,24.0,2.0,0.0,The military helicopter crashed en route while transporting troops.,"('', '')",,,,
4704,4705,4717,07/15/2009,2009,11:33,"Near Qazvin, Iran",Caspian Airlines,"Tehran, Iran - Yerevan, Armenia",Tupolev 154M,Tupolev,EP-CPG,87A-748,168.0,153.0,15.0,168,153.0,15.0,0.0,"The airliner crashed into a field 75 miles northwest of Tehran, 11 minutes after taking off from Imam Khomeini Airport. The plane exploded and disintegrated upon impact. Separation of a piece of the low pressure compressor from the No. 1 engine. Debris from that  hit the aircraft  body, disabling the fuel lines.","(36.2797, 50.0049)",36.2797,50.0049,36.21522154596929,48.96267435238037
4705,4706,4718,07/19/2009,2009,11:50,"Kandahar Airport, Afghanistan",Vertical-T Air,,Mil Mi-8,Mil,,,21.0,,,16,,,0.0,A civilian contractor's helicopter crashed while attempting to take off.,"(31.502442, 65.850577)",31.502442,65.850577,34.42529944735832,67.24331240546861
4706,4707,4719,07/24/2009,2009,18:20,"Mashad, Iran",Aria Airlines,Tehran - Mashad,Ilyushin Il-62M,Ilyushin,UP-16208,1591525/257,153.0,138.0,15.0,16,3.0,13.0,0.0,"While attempting to land, the plane skidded off the runway and crashed into a wall. Iran's Civil Aviation Organization stated the plane flew too fast during the approach and landing. The usual landing speed for an Il-62 would have been between 145 and 165 mph, however, it landed at a speed of 197 mph. Because of this, the airplane ran off the runway and collided with a wall.","(40.97921, 71.17438)",40.97921,71.17438,41.284721597472775,72.42924750693632
4707,4708,4720,08/02/2009,2009,10:25,"Ampisibil Village, Indonesia",Merpati Nusantara Airlines,Jayapura - Oksibil,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,PK-NVC,626,16.0,13.0,3.0,16,13.0,3.0,0.0,"Contact was lost with the aircraft 15 minutes after taking off. Debris was found in the Bintang mountains at an elevation of 9,300 feet. The crew did not maintain visual flight procedures when flying below lowest safe altitude, and the aircraft was flown into cloud in the vicinity of gap north west of Oksibil. The accident was consistent with controlled flight into terrain.","(-28.175686, 153.431398)",-28.175686,153.431398,-27.450213500980833,154.88610894542933
4708,4709,4721,08/04/2009,2009,14:30,"Koh Samui, Thailand",Bangkok Airlines,Karabi - Koh Samui,ATR-72-212A,ATR,HS-PGL,670,72.0,68.0,4.0,1,0.0,1.0,0.0,"The plane skidded off the runway and collided with an unused control tower, killing the pilot.","(9.553265, 100.039266)",9.553265,100.039266,9.211922204998183,101.16775092670096
4709,4710,4722,08/08/2009,2009,12:00,"New York, New York",Liberty Helicopter Sightseeing Tours / Private,"Sightseeing / Teteboro - Ocean City, NJ",Eurocopter AS-350BA / Piper PA-32R-300,Eurocopter,N401lH / N71MC,3059 / 32R-7680172,9.0,7.0,2.0,9,7.0,2.0,0.0,Midair collision between a sightseeing helicopter and Piper Saratoga. Both aircraft fell into the Hudson River after colliding. The private plane approached and hit the the helicopter at almost a 90 degree angle. Both were flying VFR. Six killed on the helicopter and 3 aboard the private plane.,"(40.68295, -73.9708)",40.68295,-73.9708,41.73506842887635,-74.47632203744404
4710,4711,4723,08/11/2009,2009,11:14,"Near Port Moresby, Papua New Guinea", Airlines  PNG,Port Moreby - Kokoda,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,P2-MCB,441,13.0,11.0,2.0,13,11.0,2.0,0.0,"The aircraft crashed on the eastern side of the Kokoda Gap, about 11 kms. southeast of Kokoda Airport. The aircraft impacted steep, heavily timbered terrain in a near-level altitude. Significant layers of clouds were in the area between the altitudes of 800 and 18,000 ft. with isolated showers and thunderstorms and embedded Cumulo Nimbus clouds.","(-9.434881, 147.208705)",-9.434881,147.208705,-11.27941305904123,148.0174979450589
4711,4712,4724,08/26/2009,2009,05:00,"Nganga Lingolo, Congo",Aero Fret Business,Pointe Noire - Brazzaville,Antonov An-12BK,Antonov,TN-AIA,6344607,7.0,2.0,5.0,7,2.0,5.0,0.0,"The cargo plane crashed 7 miles SE of Brazzaville into a cemetery, short of the runway, while on approach to land. Reports indicate the rear of the plane had been on fire and the aircraft broke up before it hit the ground.","(-4.32861, 15.15667)",-4.32861,15.15667,-1.3102965657250314,15.22553050312202
4712,4713,4725,09/08/2009,2009,10:30,"Ugamsk Gorge, South Kazakistan",Military - Kazakhstan border guard service,Patrol,Mil Mi-8,Mil,,,13.0,,,10,,,0.0,The helicopter crashed while while pursuing suspected gunmen near the Uzbek border.,"('', '')",,,,
4713,4714,4726,09/24/2009,2009,08:00,"Merebank, South Africa",SA Airlink,"Durban - Pietemaritburg, South Africa",British Aerospace Jetstream 41,British,ZS-NRM,41069,3.0,0.0,3.0,1,0.0,1.0,0.0,"The aircraft was on a positioning flight when it suffered an engine failure on take off.  The crew declared an emergency but the plane crashed onto a vacant lot, slid though a  fence and broke up on the grounds of a school, 400 meters from the runway. Instead of shutting down the malfunctioning engine, the pilot switched off the left engine - which was serviceable.","(-29.9517, 30.95627)",-29.9517,30.95627,-30.914226467038723,30.118330383606146
4714,4715,4727,09/25/2009,2009,23:30,"Georgetown, South Carolina",Omniflight Helicopters Inc.,Charleston - Conway,Eurocopter AS350-B2,Eurocopter,N417AE,9032,3.0,2.0,1.0,3,2.0,1.0,0.0,"The air ambulance crashed shortly after departure after dropping off a patient and while returning to base. The pilot, medic and nurse were all killed. The pilotâs decision to continue the visual flight rules flight into an area of instrument meteorological conditions, which resulted in the pilotâs spatial disorientation and a loss of control of the helicopter. Contributing to the accident was the inadequate oversight of the flight by Omniflightâs Operational Control Center.","(5.407652, 100.308282)",5.407652,100.308282,6.888121050188194,102.94550853414204
4715,4716,4728,10/17/2009,2009,12:38,"Manila, Philippines",Victoria Air,"Manila - Puerto Princesa, Philippines",Douglas DC-3C,Douglas,RPC550Â ,25737/14292,4.0,0.0,4.0,4,0.0,4.0,0.0,Shortly after take off the crew reported engine problems and requested an emergency return to the airport. The pilot was not able to make the turn and the cargo plane crashed into an abandoned warehouse and burst into flames.,"(14.593819, 120.992302)",14.593819,120.992302,11.500428454937303,117.42447333781803
4716,4717,4729,10/21/2009,2009,15:31,"Sharjah, United Arab Emirates",Azzi,"Sharjar, UAE- Khartoum, Sudan",Boeing 707-330C,Boeing,ST-AKW,20123/788,6.0,0.0,6.0,6,0.0,6.0,0.0,"The cargo plane took off, banked to the right and crashed into the desert, 3km from the airport.","(25.302103, 55.548564)",25.302103,55.548564,22.984689916436082,59.0116259347772
4717,4718,4730,10/22/2009,2009,10:45,"Off Bonaire, Netherlands Antilles",Divi Divi Air,"Curacao - Bonaire, Netherlands Antilles",Britten-Norman BN-2A-8 Island,Britten Norman,PJ-SUN,377,10.0,9.0,1.0,1,0.0,1.0,0.0,"While on approach, the right engine failed and the pilot was not able to maintain altitude. The plane ditched into the ocean.Nine passengers were rescued but the pilot was not able to leave the sinking plane and died.","(12.194274, -68.249092)",12.194274,-68.249092,12.110575062693547,-69.74136405934067
4718,4719,4731,11/01/2009,2009,21:19,"Off Mongokhto, Russia",Military - Russian Navy,Ferrying,Tupolev Tu-142M3,Tupolev,RF-76801,93495866/7207,11.0,0.0,11.0,11,0.0,11.0,0.0,Crashed 20 miles offshore in the Tartar Strait while on approach.,"(49.23839, 140.22962)",49.23839,140.22962,50.16819442171259,137.84233727409253
4719,4720,4732,11/01/2009,2009,08:49,"Mirny, Russia",Russian Ministry of Interior,Mirnyy - Irkutsk,Ilyushin Il-76,Ilyushin,RF-76801,93495866/7207,11.0,0.0,11.0,11,0.0,11.0,0.0,"While taking off the aircraft barely rose off the ground, banked to the right and crashed 1.5 km from the airport. Seven crew as well as four members from a replacement crew were on board.","(62.515487, 113.959493)",62.515487,113.959493,64.295806970318,110.72952831316984
4720,4721,4733,11/12/2009,2009,13:30,"Kigali, Rwanda",Rwandair,"Kigali, Rwanda - Entebbe, Uganda",Canadair CRJ-100ER,Canadair,5Y-JLD,7197,15.0,12.0,3.0,1,1.0,0.0,0.0,"Fifteen minutes after taking off, the pilot announced that the aircraft had a mechanical problem and was returning to the airport. After coming to a stop, for some unexplained reason, the plane took off again at full power, made a right turn and crashed into the VIP lounge.","(-1.947466, 30.059795)",-1.947466,30.059795,-0.2720590064349513,33.43191875233117
4721,4722,4734,11/14/2009,2009,02:00,"Near Reno, Nevada",Mountain Lifeflight,"Reno, NV - Susanville, CA",Aerospatiale AS350,Aerospatiale,N5793P,1476,3.0,0.0,3.0,3,0.0,3.0,0.0,"The medical helicopter crashed and burned about 29 miles northwest of Reno, while returning to its base in Susanville, after dropping off a patient at a Reno hospital. All three crew members aboard were killled.","(39.530395, -119.806347)",39.530395,-119.806347,40.17786532917013,-119.88276632232704
4722,4723,4735,11/28/2009,2009,08:16,"Shanghai, China",Avient Aviation,"Shanghai, China - Bishkek, Kyrgyzstan",McDonnell Douglas MD-11F,McDonnell Douglas,Z-BAV,48408/457,7.0,0.0,7.0,3,0.0,3.0,0.0,"The cargo plane veered off the runway, crashed and burned after the tail struck the ground as it attempted to take off.","(31.246027, 121.483385)",31.246027,121.483385,32.16404586720181,123.80942522262345
4723,4724,4736,11/29/2009,2009,16:10,"Lyall Harbour, BC, Canada",Seair Seaplanes,Lyall Harbour - Vancouver,de Havilland Canada DHC-2 Beaver MK- 1,deHavilland,C-GTMCÂ ,1171,8.0,7.0,1.0,6,6.0,0.0,0.0,The float plane crashed off Saturna Island after taking off from Lyall Harbour. A female passenger and the pilot survived.,"(48.798025, -123.201363)",48.798025,-123.201363,49.12672707185369,-120.26679659187636
