,Unnamed: 0.1,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
3838,3838,3839,3851,12/26/1993,1993,20-21,"Gyumri, Armenia",Kuban Airlines,Krasnadar - Gyumri,Antonov AN-26,Antonov,RA-26141,12903,36.0,31.0,5.0,36,31.0,5.0,0.0,The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.,"(40.796822, 43.835211)",40.796822,43.835211,41.35056206249513,47.52790131229796
3839,3839,3840,3852,01/03/1994,1994,12-13,"Near Mamony, Siberia, Russia",Baikal Air,Irkutsk - Moscow,Tupolev TU-154M,Tupolev,RA-85656,89A801,124.0,115.0,9.0,124,115.0,9.0,1.0,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire.","(52.30972, 104.17806)",52.30972,104.17806,51.81838503364968,104.55155930627014
3840,3840,3841,3853,01/07/1994,1994,23-00,"Columbus, Ohio",Atlantic Coast Airlines (United Express),"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,British,N304UE,41016,8.0,3.0,5.0,5,2.0,3.0,0.0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft.","(39.980761, -82.985331)",39.980761,-82.985331,42.80143121129581,-85.03966611299447
3841,3841,3842,3854,02/24/1994,1994,11-12,"Nalchik, Russia",North Western Air Transport,Volgograd - Nalchik,Antonov AN-12V,Antonov,RA-11118,013480002,13.0,7.0,6.0,13,7.0,6.0,0.0,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer.","(43.482734, 43.613582)",43.482734,43.613582,47.66425037339058,45.91886904277861
3842,3842,3843,3855,02/25/1994,1994,19-20,"East Midlands, England",British World Airways,Edinburgh - Coventry,Vickers 813 Viscount,Vickers,G-OHOT,349,2.0,0.0,2.0,1,0.0,1.0,0.0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services.","(-19.29882, 29.916104)",-19.29882,29.916104,-20.6184581399672,31.59618693435975
3844,3844,3845,3857,03/02/1994,1994,17-18,"New York, New York",Continental Airlines,New York City - Denver,McDonnell Douglas MD-82,McDonnell Douglas,N18835,49439,116.0,110.0,6.0,0,0.0,0.0,0.0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service.","(40.68295, -73.9708)",40.68295,-73.9708,41.05907420669977,-75.5502295791882
3845,3845,3846,3858,03/08/1994,1994,14-15,"New Delhi, India",Sahara,Training,Boeing 737-2R4C,Boeing,VT-SIA,21763/571,4.0,0.0,4.0,4,0.0,4.0,0.0,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.,"(28.557163, 77.163665)",28.557163,77.163665,29.20572695336105,76.95893827317072
3847,3847,3848,3860,03/17/1994,1994,22-23,Near Nag,Military - Iranian Air Force,Tehran - Moscow,Lockheed Hercules C-130,Lockheed,5-8521,4432,32.0,19.0,13.0,32,19.0,13.0,0.0,Shot down with a missile by Armenian forces while en route.,"(21.148659, 79.098122)",21.148659,79.098122,24.3944704167061,77.66648328536564
3848,3848,3849,3861,03/18/1994,1994,11-12,"Key West, Florida",Chalk's International Airlines,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,Grumman,N150FB,J-51,2.0,0.0,2.0,2,0.0,2.0,0.0,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak.","(24.560722, -81.769733)",24.560722,-81.769733,24.531534973035555,-82.4525317319866
3849,3849,3850,3862,03/18/1994,1994,01-02,"Spokane, Washington",Salair,Spokane - Portland,Douglas DC-3C,Douglas,N3433Y,43089,2.0,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered.","(47.660011, -117.4058)",47.660011,-117.4058,49.554060009988,-119.82501693063644
3850,3850,3851,3863,03/21/1994,1994,17-18,"Weipa, Australia",Aurukun Air Services,Weipa - Aurukun,Britten-Norman BN-2A-21 Trislander,Britten Norman,VH-JUU,0632,6.0,5.0,1.0,6,5.0,1.0,0.0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway.","(-12.62346, 141.87883)",-12.62346,141.87883,-12.991855544555705,140.84461524897327
3851,3851,3852,3864,03/23/1994,1994,00-01,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Moscow - Hong Kong,Airbus A310-304,Airbus,F-OGQS,596,75.0,63.0,12.0,75,63.0,12.0,0.0,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music.","(53.677868, 88.093485)",53.677868,88.093485,52.15671270437935,85.16401116508936
3852,3852,3853,3865,04/03/1994,1994,16-17,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,,Bell 206B3,Bell,N27736,2773,5.0,4.0,1.0,5,4.0,1.0,0.0,"The helicopter crashed shortly after takeoff. The ingestion of foreign material (snow) in the engine, which resulted in a flameout (loss of engine power). Factors related to the accident were: the adverse weather conditions (snow falling & high density altitude), the lack of snow covers to protect the engine intakes while parked and awaiting for the weather conditions to improve, improper planning/decision by the pilot and the company/operator management, inadequate information in the flight manual, and the lack of suitable terrain for an emergency landing.","(44.635035, -72.646683)",44.635035,-72.646683,44.478885478182,-72.4092827146912
3853,3853,3854,3866,04/04/1994,1994,14-15,"Amsterdam, Netherlands",KLM Cityhopper,Amsterdam - Cardiff,Saab 340B,Saab,PH-KSH,195,24.0,21.0,3.0,3,2.0,1.0,0.0,"Shortly after taking off, due to a false warning light, the captain idled one engine (contrary to the checklist) and  assumed they had an engine problem and returned to the airport. While attempting to land, the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management.","(52.37243, 4.89973)",52.37243,4.89973,50.19451168428498,9.845553852388091
3854,3854,3855,3867,04/06/1994,1994,20-21,"Kigali, Rwanda",Rwanda Government,"Tanzania - Kigali, Rwanda",Dassault Falcon 50,Dassault,9XR-NN,006,12.0,9.0,3.0,12,9.0,3.0,0.0,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed.","(-1.947466, 30.059795)",-1.947466,30.059795,-2.2149838107880595,30.018358029452408
3856,3856,3857,3869,04/14/1994,1994,09-10,Northern Iraq,Military - U.S. Army / Military U.S. Army,,Sikorsky UH-60 / Sikorsky UH-60,Sikorsky,8726000/8826060,,26.0,,,26,,,0.0,Shot down by friendly fire during the Gulf War. Thirteen killed on each helicopter.,"(33.115324, 43.285837)",33.115324,43.285837,32.09448347661997,42.89206907976439
3858,3858,3859,3871,04/26/1994,1994,20-21,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Taipei - Nagoya,Airbus A300B4-622R,Airbus,B-1816,580,271.0,256.0,15.0,264,249.0,15.0,0.0,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basic flight procedures and switched off the autopilot.","(35.299435, 136.939087)",35.299435,136.939087,36.05937893612883,133.4232357078386
3860,3860,3861,3873,05/23/1994,1994,10-11,"Loma Linda, Colombia",Arall,San Jose - Villavicencio,Pilatus Britten-Norman BN-2B-27 Islander,Britten Norman,HK-2890,2111,11.0,9.0,2.0,4,3.0,1.0,0.0,Crashed while making an emergency landing following engine trouble.,"(34.047904, -117.25327)",34.047904,-117.25327,34.18640794343633,-117.39312502418286
3861,3861,3862,3874,05/28/1994,1994,07-08,"Near Villavicencio, Colombia",Transoriente Colombia,Villavicencio - La Primavera - Puerto Carreno,Douglas DC-3 (C-53D-DO),Douglas,HK-2213,11752,29.0,26.0,3.0,7,4.0,3.0,0.0,Crashed shortly after taking off after double engine failure.,"(4.142, -73.62664)",4.142,-73.62664,6.238256394370794,-72.47521263560289
3862,3862,3863,3875,06/02/1994,1994,18-19,"Near Campbeltown, Scotland",Military - Royal Air Force,Aldergrove AB - Fort George,Boeing Vertol Chinook HC-2 (helicopter),Boeing,ZD576,MA036,29.0,25.0,4.0,29,25.0,4.0,0.0,The helicopter crashed into The Mountain of the Stone Slab at an elevation of 800 ft. Pilot error in proceeding towards high ground in heavy fog below a safe altitude.,"(55.424258, -5.60668)",55.424258,-5.60668,56.86548847316455,-7.443625581453698
3863,3863,3864,3876,06/06/1994,1994,08-09,"Near Xi'an, China",China Northwest Airlines,Xian - Guangzhou,Tupolev TU-154M,Tupolev,B-2610,86A-740,160.0,146.0,14.0,160,146.0,14.0,0.0,The plane broke-up in flight 10 minutes after taking off. Auto-pilot induced oscillations caused the aircraft to shake violently. The autopilot yaw-channel was accidentally connected to the bank control and the bank-channel to the yaw controls.,"(34.234808, 108.944699)",34.234808,108.944699,34.50047236215698,109.65747685371424
3864,3864,3865,3877,06/13/1994,1994,18-19,"Near Uruapan, Mexico",Aerolineas Cuahonte,Lazaro - Cardenas - Michoacan,Swearingen SA.226TC Metro II,Swearingen,XA-SLU,TC-401,9.0,7.0,2.0,9,7.0,2.0,0.0,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.,"(19.410362, -102.049836)",19.410362,-102.049836,16.736619862106,-101.1431280198795
3865,3865,3866,3878,06/18/1994,1994,12-13,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Balikpapan - Palu,Fokker F-27 Friendship 500F,Fokker,PK-MFI,10597,12.0,7.0,5.0,12,7.0,5.0,0.0,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain.","(28.021853, 79.417484)",28.021853,79.417484,25.503216970402978,75.42257694173628
3866,3866,3867,3879,06/18/1994,1994,06-07,"Chantilly, Virginia",TAESA,Mexico City - Washington D.C.,Learjet 25D,Learjet,XA-BBA,25D223,12.0,10.0,2.0,12,10.0,2.0,0.0,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.,"(38.881733, -77.429047)",38.881733,-77.429047,38.079869258934686,-78.16617858230991
3867,3867,3868,3880,06/26/1994,1994,19-20,"Abidjan, Ivory Coast",Air Ivorie,San Pedro - Abidjan,Fokker F-27 Friendship 400M,Fokker,TU-TIP,10577,17.0,14.0,3.0,17,14.0,3.0,0.0,Crashed on approach 3 miles short of the runway into a wooded area with flaps and landing gear still retracted.,"(5.30966, -4.01266)",5.30966,-4.01266,5.17659425255856,-2.0245407667921604
3869,3869,3870,3882,06/30/1994,1994,17-18,"Toulouse-Blagnac, France",Airbus Industrie,Toulouse - Toulouse,Airbus A330-321,Airbus,F-WWKH,042,7.0,4.0,3.0,7,4.0,3.0,0.0,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode.","(43.649222, 1.374041)",43.649222,1.374041,40.59872038539012,2.255547313757244
3870,3870,3871,3883,07/01/1994,1994,08-09,"Near Tidjika, Mauritania",Air Mauritanie,Nouakchott - Tidjikja,Fokker F-28 Fellowship 4000,Fokker,5T-CLF,11092,93.0,89.0,4.0,80,76.0,4.0,0.0,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway.","('', '')",,,,
3871,3871,3872,3884,07/02/1994,1994,18-19,"Charlotte, North Carolina",USAir,"Columbia, SC - Charlotte, NC",McDonnell Douglas DC-9-30,McDonnell Douglas,N954VJ,47590,57.0,52.0,5.0,37,37.0,0.0,0.0,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air traffic control.,"(35.19534, -80.81711)",35.19534,-80.81711,37.81555905025908,-79.37244394970628
3872,3872,3873,3885,07/14/1994,1994,15-16,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,"Lihue, HI - Lihue, HI",Aerospatiale AS350D,Aerospatiale,N151BH,,7.0,6.0,1.0,3,3.0,0.0,0.0,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers","(22.203116, -159.495811)",22.203116,-159.495811,21.799012669476262,-157.53639400389213
3873,3873,3874,3886,07/17/1994,1994,21-22,"Near Fort de France, Martinique",Air Martinique,Bridgetown - Fort de France,Britten-Norman BN-2B-26 Islander,Britten Norman,8P-TAD,2152,6.0,5.0,1.0,6,5.0,1.0,0.0,Crashed into high ground while on approach to land.,"(14.60892, -61.07334)",14.60892,-61.07334,15.316989020427725,-59.66361522430693
3875,3875,3876,3888,07/19/1994,1994,16-17,"Colon, Panama",Alas Chiricanas,Colon - Panama City,Embraer 110P1 Bandeirante,Embraer,HP-1202AC,110-375,21.0,18.0,3.0,21,18.0,3.0,0.0,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.,"(15.640045, -85.376573)",15.640045,-85.376573,13.410299223828137,-86.09457397558036
3877,3877,3878,3890,08/05/1994,1994,08-09,"Near Boda, Russia",Military - Russian Air Force,Dzhida - Boda,Antonov AN-12,Antonov,,,47.0,41.0,6.0,47,41.0,6.0,0.0,Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.,"(4.31887, 17.46953)",4.31887,17.46953,2.5670582427843494,22.930951596256534
3878,3878,3879,3891,08/07/1994,1994,13-14,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,Sightseeing,de Havilland DHC-2,deHavilland,N126UA,,7.0,6.0,1.0,6,5.0,1.0,0.0,Continued VFR flight into IMC.,"(57.790855, -152.409416)",57.790855,-152.409416,59.185311240667566,-153.24655188699225
3879,3879,3880,3892,08/10/1994,1994,11-12,"Cheju, South Korea",Korean Airlines,Seoul - Cheju,Airbus A300B4-622R,Airbus,HL-7296,583,160.0,152.0,8.0,0,0.0,0.0,0.0,The aircraft overran the runway and caught fire while landing during adverse weather conditions.  The approach was flown with slats/flaps at 15/20 degrees due to suspected windshear. Crew error. There was a struggle and argument between the captain and co-pilot during the last seconds of the landing as to whether they should go-around.,"(33.495589, 126.493274)",33.495589,126.493274,32.994574054997294,125.93344417129924
3880,3880,3881,3893,08/11/1994,1994,17-18,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,"Caribou Lake, AK - Nikiski, AK",de Havilland DHC-2,deHavilland,N17394,495,3.0,2.0,1.0,3,2.0,1.0,0.0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.,"(60.163713, -154.330842)",60.163713,-154.330842,61.84886104166965,-155.45494212276185
3881,3881,3882,3894,08/12/1994,1994,21-22,"Whiting, New Jersey",Air Taxi - National Helicopters,"New York, NY - Atlantic City, NJ",Bell 206L-4,Bell,N124NH,52089,3.0,2.0,1.0,3,2.0,1.0,0.0,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter (N124NH) subsequently crashed in a wooded area while in a steep descent. Continued VFR flight into IMC.,"(40.924093, -74.512212)",40.924093,-74.512212,36.72721063976236,-71.8679217441889
3883,3883,3884,3896,09/08/1994,1994,19-20,"Near Aliquippa, Pennsylvania",USAir,Chicago - Pittsburgh,Boeing B-737-3B7,Boeing,N513AU,23699/1452,132.0,127.0,5.0,132,127.0,5.0,0.0,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence.","(40.613817, -80.256883)",40.613817,-80.256883,38.39932086625746,-80.93679106344237
3884,3884,3885,3897,09/13/1994,1994,12-13,"Near Abuja, Nigeria",Aerocontroctors - Charter,Lagos - Abuja,de Havilland Canada DHC-6 Twin Otter 300,deHavilland,5N-ATQ,538,5.0,3.0,2.0,3,2.0,1.0,0.0,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence.","(9.047364, 7.434935)",9.047364,7.434935,7.86880562709683,6.8944968715414126
3885,3885,3886,3898,09/17/1994,1994,11-12,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,Fish Egg Inlet - Pruth Bay,de Havilland Canada DHC-6 Twin Otter 100,deHavilland,C-FDMR,36,4.0,2.0,2.0,3,2.0,1.0,0.0,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodic inspection but the damage had apparently not been discovered.,"(51.604602, -127.690081)",51.604602,-127.690081,51.33558552810189,-128.07504781481603
3886,3886,3887,3899,09/18/1994,1994,08-09,"Tamanrasset, Algeria",Oriental Airlines,Tunis - Tamanrasset,BAC One-Eleven 515FB,BAC,5N-IMO,229,39.0,32.0,7.0,5,3.0,2.0,0.0,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed.","(23.842982, 4.571427)",23.842982,4.571427,25.328603039061804,7.379526376216103
3887,3887,3888,3900,09/23/1994,1994,19-20,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Hong Kong - Jakarta,Lockheed L-100-30 Hercules,Lockheed,PK-PLV,4826,12.0,6.0,6.0,6,3.0,3.0,0.0,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed.","(22.32662, 114.20777)",22.32662,114.20777,23.8531734136594,115.53549112978132
3888,3888,3889,3901,09/26/1994,1994,17-18,"Near Vanavera, Russia",Cheremshanka Airlines,Krasnoyarsk - Tura,Yakovlev YAK-40,Yakovlev,RA-87468,9441337,28.0,24.0,4.0,28,24.0,4.0,0.0,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera.","('', '')",,,,
3890,3890,3891,3903,09/30/1994,1994,11-12,"Chaibukha, Russia",Arsenyev Aviation Production Association,Chaibukha - Provedenia,Antonov AN-8,Antonov,RA-27209,OA-3460,20.0,13.0,7.0,8,3.0,5.0,0.0,"The cargo plane failed to gain altitude, overran the runway and crashed. Crew error.","('', '')",,,,
3891,3891,3892,3904,10/08/1994,1994,15-16,"Mitu, Colombia",SELVA,Villavicencio - Mitu,Antonov AN-32B,Antonov,HK3929X,3301,10.0,5.0,5.0,10,5.0,5.0,0.0,"The cargo plane landed short of the runway bounced, collapsed the landing gear, veered off the runway and crashed into another plane and vehicles.","(1.19833, -70.17333)",1.19833,-70.17333,-0.259960096032392,-69.19473477124458
3892,3892,3893,3905,10/12/1994,1994,22-23,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Isfahan - Terhan,Fokker F-28 Fellowship 1000,Fokker,EP-PAV,11070,66.0,59.0,7.0,66,59.0,7.0,0.0,"Thirty-five minutes after taking off from Isfahan, the aircraft made an uncontrolled descent after losing power in both engines and crashed into a mountain.","(-33.685687, 150.407402)",-33.685687,150.407402,-33.352585705665035,148.40548464461804
3893,3893,3894,3906,10/14/1994,1994,22-23,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Rio de Janeiro - Belem,Lockheed C-130E,Lockheed,C-130-2460,4293,21.0,15.0,6.0,21,15.0,6.0,0.0,"Exploded in mid air while en route, 60 km northeast of Brasilia. A load of munitions being carried on the aircraft exploded.","(-11.95898, -50.09809)",-11.95898,-50.09809,-11.2116009778964,-50.62418819132867
3895,3895,3896,3908,10/29/1994,1994,21-22,"Near Ust'-Ilimsk, Russia",Aeronica,Yushno - Ust Ilimsk,Antonov AN-12A,Antonov,RA-11790,1340302,23.0,16.0,7.0,23,16.0,7.0,0.0,The cargo plane suddenly pitched down and collided with a hill. Icing.,"(58.006462, 102.779824)",58.006462,102.779824,57.05834083291406,101.17005995661036
3896,3896,3897,3909,10/29/1994,1994,10-11,"Batagaj, Russia",Yakutavia,,Antonov AN-2,Antonov,RA-33008,1G217-55,19.0,17.0,2.0,7,7.0,0.0,0.0,Pitched up and crashed on takeoff. Overweight and improperly loaded.,"('', '')",,,,
3897,3897,3898,3910,10/31/1994,1994,15-16,"Roselawn, Indiana",American Eagle,Indianapolis - Chicago,ATR-72-212,ATR,N401AM,401,68.0,64.0,4.0,68,64.0,4.0,0.0,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions.","(41.154105, -87.292294)",41.154105,-87.292294,38.62479644123856,-86.11883213378113
3901,3901,3902,3914,11/16/1994,1994,02-03,"Avenal, California",Ameriflight,Burbank - Oakland,Beechcraft C99,Beechcraft,N63995,U-178,1.0,0.0,1.0,1,0.0,1.0,0.0,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons.","(36.017374, -120.134723)",36.017374,-120.134723,37.68149006152535,-125.0110258716143
3902,3902,3903,3915,11/22/1994,1994,11-12,Papua New Guinea,Southwest Air,Selbang - Bolvovip,Britten Norman BN-2A Trislander,Britten Norman,P2-SWC,0835,7.0,6.0,1.0,7,6.0,1.0,0.0,Crashed into a mountain in poor weather conditions.,"(-5.695438, 143.910495)",-5.695438,143.910495,-7.541881891391563,143.20423678711248
3903,3903,3904,3916,11/22/1994,1994,22-23,"Bridgeton, Missouri",Trans World Airlines / Private,,McDonnell Douglas DC-9-82 / Cessna 441,McDonnell Douglas,N954U/N411KM,49426 / 0196,142.0,132.0,10.0,2,0.0,2.0,0.0,"During its takeoff roll, the DC-9 collided with the Cessna, which was waiting for clearance to take off.  The ground collision took place in the fog. The Cessna pilot mistakenly thought he had clearance to enter the runway. Two aboard the Cessna were killed, none were killed aboard the DC-9.","(39.427987, -75.228068)",39.427987,-75.228068,37.21697534745604,-76.0183752300479
3905,3905,3906,3918,12/10/1994,1994,11-12,Pacific Ocean,Philippine Air Lines,Manila - Cebu - Tokyo,Boeing B-747-200,Boeing,EI-BWF,21575,293.0,273.0,20.0,1,1.0,0.0,0.0,"An explosive device detonated at FL 300 under a seat in the passenger cabin blowing a two square foot hole in the cabin floor and killing one passenger in seat 26K. The bomb was placed on the plane by Ramzi Yousef, an Al-Qaeda terrorist, on the flight from Manila to Cebu. The explosion occurred on the second journey of the flight from Cebu to Tokyo. The plane made a safe emergency landing at Okinawa in spite of damage to the flight controls.","(46.560426, -123.868975)",46.560426,-123.868975,45.03136213884012,-124.52058379971376
